"Country","Region/State","City","Zip/Postal Code","Zip to","Weight from","Weight to","Price From","Price To","Item From","Item To","Shipping Price","Algorithm","Delivery Type","Sort Order"
"GBR","*","*","IV1,IV2,IV3,IV4,IV5,IV6,IV7,IV8,IV9,IV10,IV11,IV12,IV13,IV14,IV15,IV16,IV17,IV18,IV19,IV20,IV21,IV22,IV23,IV24,IV25,IV26,IV27,IV28,IV30,IV31,IV32,IV36,IV40,IV41,IV42,IV43,IV44,IV45,IV46,IV47,IV48,IV49,IV51,IV52,IV53,IV54,IV55,IV56,IV63","*",0,"*",200,"*","*","*",0,,"Delivered Free","*"
"GBR","*","*","KA27,KA28,KW1,KW10,KW11,KW12,KW13,KW14,KW15,KW16,KW17,KW2,KW3,KW4,KW5,KW6,KW7,KW8,KW9","*",0,"*",0,199.99,"*","*",14.99,,"DHL Islands & Highlands 2-3 Working Days","*"
"GBR","*","*","KA27,KA28,KW1,KW10,KW11,KW12,KW13,KW14,KW15,KW16,KW17,KW2,KW3,KW4,KW5,KW6,KW7,KW8,KW9","*",0,"*",200,"*","*","*",0,,"Delivered Free","*"
"GBR","*","*","PA20,PA23,PA24,PA25,PA26,PA27,PA28,PA29,PA30,PA31,PA32,PA33,PA34,PA35,PA36,PA37,PA38,PA40,PA41,PA42,PA43,PA44,PA45,PA46,PA47,PA48,PA49,PA60,PA61,PA62,PA63,PA64,PA65,PA66,PA67,PA68,PA69,PA70,PA71,PA72,PA73,PA74,PA75,PA76,PA77,PA78,PA87,PA88,PH17,PH18,PH19,PH20,PH21,PH22,PH23,PH24,PH25,PH26,PH30,PH31,PH32,PH33,PH34,PH35,PH36,PH37,PH38,PH39,PH40,PH41,PH42,PH43,PH44,PH49,PH50","*",0,"*",0,199.99,"*","*",14.99,,"DHL Islands & Highlands 2-3 Working Days","*"
"GBR","*","*","PA20,PA23,PA24,PA25,PA26,PA27,PA28,PA29,PA30,PA31,PA32,PA33,PA34,PA35,PA36,PA37,PA38,PA40,PA41,PA42,PA43,PA44,PA45,PA46,PA47,PA48,PA49,PA60,PA61,PA62,PA63,PA64,PA65,PA66,PA67,PA68,PA69,PA70,PA71,PA72,PA73,PA74,PA75,PA76,PA77,PA78,PA87,PA88,PH17,PH18,PH19,PH20,PH21,PH22,PH23,PH24,PH25,PH26,PH30,PH31,PH32,PH33,PH34,PH35,PH36,PH37,PH38,PH39,PH40,PH41,PH42,PH43,PH44,PH49,PH50","*",0,"*",200,"*","*","*",0,,"Delivered Free","*"
"GBR","*","*","PO30,PO31,PO32,PO33,PO34,PO35,PO36,PO37,PO38,PO39,PO40,PO41","*",0,"*",0,199.99,"*","*",14.99,,"DHL Offshore 3-5 Working Days","*"
"GBR","*","*","PO30,PO31,PO32,PO33,PO34,PO35,PO36,PO37,PO38,PO39,PO40,PO41","*",0,"*",200,"*","*","*",0,,"Delivered Free","*"
"GBR","*","*","ZE1,ZE2,ZE3","*",0,"*",0,199.99,"*","*",14.99,,"DHL Offshore 3-5 Working Days","*"
"GBR","*","*","ZE1,ZE2,ZE3","*",0,"*",200,"*","*","*",0,,"Delivered Free","*"
"GBR","*","*","JE,GY","*",0,"*",0,"*","*","*",19.99,,"DHL Offshore 3-5 Working Days","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",0,999,0,"*","*","*",16.41,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",1000,1999,0,"*","*","*",17.42,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",2000,2999,0,"*","*","*",18.44,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",3000,3999,0,"*","*","*",19.45,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",4000,4999,0,"*","*","*",20.47,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",5000,9999,0,"*","*","*",25.54,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",10000,14999,0,"*","*","*",30.84,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",15000,19999,0,"*","*","*",34.65,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",20000,24999,0,"*","*","*",38.45,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",25000,29999,0,"*","*","*",42.25,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",30000,39999,0,"*","*","*",51.86,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",40000,49999,0,"*","*","*",59.47,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",50000,59999,0,"*","*","*",67.08,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",60000,69999,0,"*","*","*",74.68,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",70000,79999,0,"*","*","*",82.29,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",80000,89999,0,"*","*","*",93.9,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",90000,99999,0,"*","*","*",101.5,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",100000,124999,0,"*","*","*",117.2,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",125000,149999,0,"*","*","*",132.9,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",150000,174999,0,"*","*","*",148.6,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",175000,199999,0,"*","*","*",174.29,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",200000,224999,0,"*","*","*",189.99,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",225000,249999,0,"*","*","*",205.69,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",250000,274999,0,"*","*","*",226.39,,"DHL Economy Road Zone 1","*"
"BEL,IRL,LUX,JEY,GGY,NLD","*","*","*","*",275000,299999,0,"*","*","*",242.08,,"DHL Economy Road Zone 1","*"
"FRA,DEU","*","*","*","*",0,999,0,"*","*","*",16.41,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",1000,1999,0,"*","*","*",17.42,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",2000,2999,0,"*","*","*",18.44,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",3000,3999,0,"*","*","*",19.45,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",4000,4999,0,"*","*","*",20.47,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",5000,9999,0,"*","*","*",25.54,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",10000,14999,0,"*","*","*",30.84,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",15000,19999,0,"*","*","*",34.65,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",20000,24999,0,"*","*","*",38.45,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",25000,29999,0,"*","*","*",42.25,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",30000,39999,0,"*","*","*",51.86,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",40000,49999,0,"*","*","*",59.47,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",50000,59999,0,"*","*","*",67.08,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",60000,69999,0,"*","*","*",74.68,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",70000,79999,0,"*","*","*",82.29,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",80000,89999,0,"*","*","*",93.9,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",90000,99999,0,"*","*","*",101.5,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",100000,124999,0,"*","*","*",117.2,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",125000,149999,0,"*","*","*",132.9,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",150000,174999,0,"*","*","*",148.6,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",175000,199999,0,"*","*","*",174.29,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",200000,224999,0,"*","*","*",189.99,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",225000,249999,0,"*","*","*",205.69,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",250000,274999,0,"*","*","*",226.39,,"DHL Economy Road Zone 2","*"
"FRA,DEU","*","*","*","*",275000,299999,0,"*","*","*",242.08,,"DHL Economy Road Zone 2","*"
"AUT,ITA,PRT,ESP","*","*","*","*",0,999,0,"*","*","*",16.41,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",1000,1999,0,"*","*","*",17.42,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",2000,2999,0,"*","*","*",18.44,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",3000,3999,0,"*","*","*",19.45,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",4000,4999,0,"*","*","*",20.47,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",5000,9999,0,"*","*","*",25.54,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",10000,14999,0,"*","*","*",30.84,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",15000,19999,0,"*","*","*",34.65,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",20000,24999,0,"*","*","*",38.45,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",25000,29999,0,"*","*","*",42.25,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",30000,39999,0,"*","*","*",51.86,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",40000,49999,0,"*","*","*",59.47,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",50000,59999,0,"*","*","*",67.08,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",60000,69999,0,"*","*","*",74.68,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",70000,79999,0,"*","*","*",82.29,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",80000,89999,0,"*","*","*",93.9,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",90000,99999,0,"*","*","*",101.5,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",100000,124999,0,"*","*","*",117.2,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",125000,149999,0,"*","*","*",132.9,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",150000,174999,0,"*","*","*",148.6,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",175000,199999,0,"*","*","*",174.29,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",200000,224999,0,"*","*","*",189.99,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",225000,249999,0,"*","*","*",205.69,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",250000,274999,0,"*","*","*",226.39,,"DHL Economy Road Zone 3","*"
"AUT,ITA,PRT,ESP","*","*","*","*",275000,299999,0,"*","*","*",242.08,,"DHL Economy Road Zone 3","*"
"DNK,FIN,SWE","*","*","*","*",0,999,0,"*","*","*",16.41,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",1000,1999,0,"*","*","*",17.42,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",2000,2999,0,"*","*","*",18.44,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",3000,3999,0,"*","*","*",19.45,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",4000,4999,0,"*","*","*",20.47,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",5000,9999,0,"*","*","*",25.54,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",10000,14999,0,"*","*","*",30.84,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",15000,19999,0,"*","*","*",34.65,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",20000,24999,0,"*","*","*",38.45,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",25000,29999,0,"*","*","*",42.25,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",30000,39999,0,"*","*","*",51.86,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",40000,49999,0,"*","*","*",59.47,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",50000,59999,0,"*","*","*",67.08,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",60000,69999,0,"*","*","*",74.68,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",70000,79999,0,"*","*","*",82.29,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",80000,89999,0,"*","*","*",93.9,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",90000,99999,0,"*","*","*",101.5,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",100000,124999,0,"*","*","*",117.2,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",125000,149999,0,"*","*","*",132.9,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",150000,174999,0,"*","*","*",148.6,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",175000,199999,0,"*","*","*",174.29,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",200000,224999,0,"*","*","*",189.99,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",225000,249999,0,"*","*","*",205.69,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",250000,274999,0,"*","*","*",226.39,,"DHL Economy Road Zone 4","*"
"DNK,FIN,SWE","*","*","*","*",275000,299999,0,"*","*","*",242.08,,"DHL Economy Road Zone 4","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",0,999,0,"*","*","*",26.77,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",1000,1999,0,"*","*","*",28.04,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",2000,2999,0,"*","*","*",29.31,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",3000,3999,0,"*","*","*",30.57,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",4000,4999,0,"*","*","*",31.84,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",5000,9999,0,"*","*","*",38.66,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",10000,14999,0,"*","*","*",44.75,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",15000,19999,0,"*","*","*",49.82,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",20000,24999,0,"*","*","*",54.9,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",25000,29999,0,"*","*","*",59.97,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",30000,39999,0,"*","*","*",72.11,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",40000,49999,0,"*","*","*",82.25,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",50000,59999,0,"*","*","*",92.4,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",60000,69999,0,"*","*","*",102.54,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",70000,79999,0,"*","*","*",112.68,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",80000,89999,0,"*","*","*",126.83,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",90000,99999,0,"*","*","*",136.97,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",100000,124999,0,"*","*","*",159.01,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",125000,149999,0,"*","*","*",181.04,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",150000,174999,0,"*","*","*",203.08,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",175000,199999,0,"*","*","*",235.12,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",200000,224999,0,"*","*","*",257.15,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",225000,249999,0,"*","*","*",279.19,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",250000,274999,0,"*","*","*",306.23,,"DHL Economy Road Zone 5","*"
"CZE,EST,HUN,LVA,LTU,POL,SVK,SVN","*","*","*","*",275000,299999,0,"*","*","*",328.26,,"DHL Economy Road Zone 5","*"
"*","*","*","*","*","*","*",0,"*","*","*",500,,"Worldwide Delivery","*"
