"Country","Region/State","City","Zip/Postal Code","Zip to","Weight from","Weight to","Price From","Price To","Item From","Item To","Shipping Price","Algorithm","Delivery Type","Sort order"
"CAN","*","*","L9T","L9Z",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","M1B","M9W",0,"*","*","*","*","*",90.75,"W=1@.5353","Freight Ground","*"
"CAN","*","*","N0A","N1A",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","N1C","N1L",0,"*","*","*","*","*",90.75,"W=1@.5353","Freight Ground","*"
"CAN","*","*","N1M","N1M",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","N1P","N2V",0,"*","*","*","*","*",90.75,"W=1@.5353","Freight Ground","*"
"CAN","*","*","N2Z","N3B",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","N3C","N3V",0,"*","*","*","*","*",90.75,"W=1@.5353","Freight Ground","*"
"CAN","*","*","N3W","N9Y",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","p0A","p0Y",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","p1A","p1C",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","p1H","p2N",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","p3A","p3G",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","p3L","p3P",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","p3Y","p3Y",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","p4N","p5N",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","p6A","p7K",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","p7L","p9N",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","R0A","R0M",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","R1A","R1A",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","R1B","R1B",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","R1N","R1N",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","R2C","R4J",0,"*","*","*","*","*",90.75,"W=1@.5353","Freight Ground","*"
"CAN","*","*","R4K","R5A",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","R5G","R5H",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","R6M","R6W",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","R7A","R7C",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","R7N","R9A",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","S0A","S4H",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","S4L","S4Z",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","S6H","S6X",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","S7H","S7N",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","S7P","S7R",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","S7S","S7S",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","S7T","S7T",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","S7V","S7W",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","S9A","S9H",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","S9V","S9V",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","S9X","S9X",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","T0A","T0G",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","T0H","T0L",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","T0M","T0M",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","T0P","T0V",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","T1A","T1C",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","T1G","T1G",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","T1H","T1K",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","T1L","T1P",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","T1R","T1R",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","T1S","T1S",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","T1V","T1V",0,"*","*","*","*","*",90.75,"W=1@.5353","Freight Ground","*"
"CAN","*","*","T1W","T1X",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","T1Y","T1Y",0,"*","*","*","*","*",90.75,"W=1@.5353","Freight Ground","*"
"CAN","*","*","T1Z","T1Z",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","T2A","T3N",0,"*","*","*","*","*",90.75,"W=1@.5353","Freight Ground","*"
"CAN","*","*","T3P","T3P",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","T3R","T3S",0,"*","*","*","*","*",90.75,"W=1@.5353","Freight Ground","*"
"CAN","*","*","T3Z","T3Z",0,"*","*","*","*","*",92.16,"W=1@.6042","Freight Ground","*"
"CAN","*","*","T4A","T4B",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","T4C","T4C",0,"*","*","*","*","*",90.75,"W=1@.5353","Freight Ground","*"
"CAN","*","*","T4E","T4T",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","T4V","T6X",0,"*","*","*","*","*",90.75,"W=1@.5353","Freight Ground","*"
"CAN","*","*","T7A","T7V",0,"*","*","*","*","*",91.44,"W=1@.5724","Freight Ground","*"
"CAN","*","*","V0A","V2B",0,"*","*","*","*","*",6000,"W=1@.5724","Test Ship","*"
"CAN","*","*","V0A 1B0","V0A 1B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West1","*"
"CAN","*","*","V0A 1E0","V0A 1E0",0,"*","*","*","*","*",-1,,"Remote Shipping West","*"
"CAN","*","*","V0A 1G0","V0A 1G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0A 1J0","V0A 1J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0A 1L0","V0A 1L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0A 1M0","V0A 1M0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0A 1P0","V0A 1P0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1A0","V0B 1A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1A1","V0B 1A1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1A2","V0B 1A2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1A3","V0B 1A3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1A4","V0B 1A4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1C0","V0B 1C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1C1","V0B 1C1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1E0","V0B 1E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1H0","V0B 1H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1K0","V0B 1K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1N0","V0B 1N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1R0","V0B 1R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1S0","V0B 1S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1T0","V0B 1T0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1V1","V0B 1V1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1W0","V0B 1W0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1W1","V0B 1W1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1W2","V0B 1W2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 1X0","V0B 1X0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 2A0","V0B 2A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 2B0","V0B 2B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 2C0","V0B 2C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 2K0","V0B 2K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 2N0","V0B 2N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 2N1","V0B 2N1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 2N2","V0B 2N2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0B 2P0","V0B 2P0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1C0","V0C 1C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1E0","V0C 1E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1G0","V0C 1G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1K0","V0C 1K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1L0","V0C 1L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1N0","V0C 1N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1S0","V0C 1S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1T0","V0C 1T0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1V0","V0C 1V0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1W0","V0C 1W0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1X0","V0C 1X0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1Y0","V0C 1Y0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 1Z0","V0C 1Z0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2A0","V0C 2A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2B0","V0C 2B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2C0","V0C 2C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2E0","V0C 2E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2G0","V0C 2G0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2H0","V0C 2H0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2J0","V0C 2J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2L0","V0C 2L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2N0","V0C 2N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2R0","V0C 2R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2S0","V0C 2S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2T0","V0C 2T0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2V0","V0C 2V0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2X0","V0C 2X0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0C 2Z0","V0C 2Z0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 1C0","V0E 1C0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 1J0","V0E 1J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 1S0","V0E 1S0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 1T0","V0E 1T0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 1W0","V0E 1W0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 2A0","V0E 2A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 2G3","V0E 2G3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 2K0","V0E 2K0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 2K2","V0E 2K2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 2L0","V0E 2L0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 2M0","V0E 2M0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 2N0","V0E 2N0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 2R0","V0E 2R0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 3A0","V0E 3A0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0E 3B0","V0E 3B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0G 1B0","V0G 1B0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0G 1E0","V0G 1E0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
"CAN","*","*","V0G 1J0","V0G 1J0",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping West","*"
